file_name,cluster,n_origin_chr,origin_chr,n_path_karsim,n_path_omkar,total_alignment_cost,alignment_costs,event_chr,n_path_diff,approximated_distance,n_approximated_edges,karsim_missed_transition,omkar_missed_transition,SV_missed,CNV_missed,log10_CNV_missed,n_dummies,n_leftover_dummies,n_seg_changed,n_leftover_segchange
23X_22q11-2_distal_deletion_r2,12,1,['Chr15'],2,2,9358,"[4679, 4679]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",0,0,0,0,0,0,9358,3.9711830408561615,0,0,0,0
23X_22q11-2_distal_deletion_r2,13,1,['Chr16'],2,2,7186,"[3593, 3593]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",0,0,0,0,0,0,7186,3.8564872128686307,0,0,0,0
23X_22q11-2_distal_deletion_r2,14,1,['Chr17'],3,3,174850187,"[3427303, 8475305, 162947579]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",0,0,0,0,2,2,280125262,8.447352275737142,2,0,0,0
23X_22q11-2_distal_deletion_r2,15,1,['Chr18'],2,2,13820,"[6910, 6910]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",0,0,0,0,0,0,13820,4.14050804303818,0,0,0,0
23X_22q11-2_distal_deletion_r2,16,1,['Chr19'],2,2,3800,"[1900, 1900]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",0,0,0,0,0,0,3800,3.57978359661681,0,0,0,0
23X_22q11-2_distal_deletion_r2,17,1,['Chr20'],2,2,896,"[448, 448]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",0,0,0,0,0,0,896,2.9523080096621253,0,0,0,0
23X_22q11-2_distal_deletion_r2,18,2,"['Chr1', 'Chr21']",4,4,28228,"[18996, 3088, 3392, 2752]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",0,0,0,3,3,6,582949584,8.765630996718917,0,0,0,0
23X_22q11-2_distal_deletion_r2,19,1,['Chr22'],2,2,159926,"[133006, 26920]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",0,106086,2,0,0,0,111848,5.048628222704177,0,0,0,0
23X_22q11-2_distal_deletion_r2,2,1,['Chr4'],2,2,5168471,"[2712024, 2456447]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",0,0,0,1,1,2,5113301,6.708701358693956,1,0,0,0
23X_22q11-2_distal_deletion_r2,20,1,['ChrX'],2,2,10564,"[5282, 5282]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",0,0,0,0,0,0,10564,4.023828392534886,0,0,0,0
23X_22q11-2_distal_deletion_r2,3,1,['Chr6'],2,2,12162,"[6081, 6081]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",0,0,0,0,0,0,12162,4.085004999076652,0,0,0,0
23X_22q11-2_distal_deletion_r2,4,2,"['Chr5', 'Chr7']",4,4,82325783,"[41165750, 35163, 6503, 41118367]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",0,91099,11,1,1,2,113806,5.056165159231289,1,0,0,0
23X_22q11-2_distal_deletion_r2,5,1,['Chr8'],2,2,5020,"[2510, 2510]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",0,0,0,0,0,0,5020,3.7007037171450192,0,0,0,0
23X_22q11-2_distal_deletion_r2,6,1,['Chr9'],2,2,504,"[252, 252]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",0,0,0,0,0,0,504,2.7024305364455254,0,0,0,0
23X_22q11-2_distal_deletion_r2,7,1,['Chr10'],2,2,2145446,"[2143291, 2155]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",0,1893,2,1,3,4,2145440,6.331516373432532,0,0,0,0
23X_22q11-2_distal_deletion_r2,8,1,['Chr11'],2,2,10088977,"[6067305, 4021672]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",0,0,0,1,1,2,10033419,7.001448948954093,1,0,0,0
23X_22q11-2_distal_deletion_r2,9,1,['Chr12'],2,2,2696,"[1348, 1348]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",0,0,0,0,0,0,2696,3.4307198878632823,0,0,0,0
23X_22q11_duplication_r2,0,1,['Chr1'],2,2,42098,"[24776, 17322]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",0,79404,3,0,0,0,94490,4.975385848989467,1,0,0,0
23X_22q11_duplication_r2,1,1,['Chr2'],2,2,4342,"[2171, 2171]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",0,0,0,0,0,0,4342,3.637689819118401,0,0,0,0
23X_22q11_duplication_r2,10,1,['Chr12'],2,2,96491,"[57820, 38671]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",0,19149,2,0,0,0,30985,4.491151500485698,0,0,0,0
23X_22q11_duplication_r2,11,1,['Chr13'],2,2,4450,"[2225, 2225]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",0,0,0,0,0,0,4450,3.6483600109809315,0,0,0,0
23X_22q11_duplication_r2,12,2,"['Chr6', 'Chr15']",4,4,280387685,"[153166322, 6081, 127215282]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",0,93596,12,1,1,2,249169302,8.396494535606593,0,0,0,0
23X_22q11_duplication_r2,13,1,['Chr16'],2,2,90676792,"[8420857, 82255935]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",0,150834,2,0,0,0,166292,5.220871356619241,0,0,0,0
23X_22q11_duplication_r2,14,1,['Chr17'],2,2,221834,"[186334, 35500]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",0,0,0,0,0,0,2096,3.321391278311689,0,0,0,0
23X_22q11_duplication_r2,15,1,['Chr18'],2,2,2096,"[1048, 1048]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",0,0,0,0,0,0,13820,4.14050804303818,0,0,0,0
23X_22q11_duplication_r2,16,1,['Chr19'],2,2,13820,"[6910, 6910]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",0,0,0,0,0,0,3800,3.57978359661681,0,0,0,0
23X_22q11_duplication_r2,17,1,['Chr20'],2,2,3800,"[1900, 1900]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",0,0,0,0,0,0,896,2.9523080096621253,0,0,0,0
23X_22q11_duplication_r2,18,1,['Chr21'],2,2,896,"[448, 448]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",0,0,0,0,0,0,5504,3.740678425227455,0,0,0,0
23X_22q11_duplication_r2,19,1,['Chr22'],2,2,5504,"[2752, 2752]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",0,392775,2,0,0,0,398537,5.60046864731279,1,0,0,0
23X_22q11_duplication_r2,2,1,['Chr3'],2,2,205986,"[138527, 67459]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",0,94296,5,0,0,0,85128,4.930072430183548,1,0,0,0
23X_22q11_duplication_r2,20,2,"['Chr14', 'ChrX']",4,4,406617,"[399696, 6921]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",0,13406,4,1,1,2,31434,4.49739964883159,1,0,0,0
23X_22q11_duplication_r2,3,1,['Chr4'],2,2,3980,"[1990, 1990]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",0,0,0,0,0,0,3980,3.5998830720736876,0,0,0,0
23X_22q11_duplication_r2,4,1,['Chr5'],2,2,16820,"[11276, 5544]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",0,0,0,2,2,4,16816,4.225722698684167,0,0,0,0
23X_22q11_duplication_r2,5,1,['Chr7'],2,2,1976,"[988, 988]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",0,0,0,0,0,0,1976,3.295786940251609,0,0,0,0
23X_22q11_duplication_r2,6,1,['Chr8'],2,2,463901,"[446189, 17712]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",0,435086,5,1,1,2,441531,5.644961200906346,2,0,0,0
23X_22q11_duplication_r2,7,1,['Chr9'],2,2,504,"[252, 252]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",0,0,0,0,0,0,504,2.7024305364455254,0,0,0,0
23X_22q11_duplication_r2,8,1,['Chr10'],2,2,4310,"[2155, 2155]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",0,0,0,0,0,0,4310,3.6344772701607315,0,0,0,0
23X_22q11_duplication_r2,9,1,['Chr11'],2,2,14112,"[7056, 7056]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",0,0,0,0,0,0,14112,4.149588567787744,0,0,0,0
23X_Angelman_r1,0,1,['Chr2'],2,2,161441,"[130902, 30539]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",0,98561,5,2,2,4,134899,5.130008730279083,1,0,0,0
23X_Angelman_r1,1,1,['Chr3'],2,2,9924,"[4962, 4962]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",0,0,0,0,0,0,9924,3.9966867556001713,0,0,0,0
23X_Angelman_r1,10,1,['Chr12'],2,2,2696,"[1348, 1348]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",0,0,0,0,0,0,2696,3.4307198878632823,0,0,0,0
23X_Angelman_r1,11,1,['Chr13'],2,2,4450,"[2225, 2225]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",0,0,0,0,0,0,4450,3.6483600109809315,0,0,0,0
23X_Angelman_r1,12,1,['Chr14'],2,2,20870,"[10435, 10435]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",0,0,0,0,0,0,20870,4.319522449065454,0,0,0,0
23X_Angelman_r1,13,1,['Chr15'],2,2,127646578,"[127560295, 86283]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",0,0,0,3,3,6,146770670,8.166639276766647,2,0,0,0
23X_Angelman_r1,14,1,['Chr16'],2,2,7186,"[3593, 3593]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",0,0,0,0,0,0,7186,3.8564872128686307,0,0,0,0
23X_Angelman_r1,15,1,['Chr17'],2,2,2096,"[1048, 1048]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",0,0,0,0,0,0,2096,3.321391278311689,0,0,0,0
23X_Angelman_r1,16,1,['Chr18'],2,2,13820,"[6910, 6910]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",0,0,0,0,0,0,13820,4.14050804303818,0,0,0,0
23X_Angelman_r1,17,1,['Chr19'],2,2,3800,"[1900, 1900]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",0,0,0,0,0,0,3800,3.57978359661681,0,0,0,0
23X_Angelman_r1,18,1,['Chr20'],2,2,896,"[448, 448]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",0,0,0,0,0,0,896,2.9523080096621253,0,0,0,0
23X_Angelman_r1,19,1,['Chr21'],2,2,52510,"[43071, 9439]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",0,33632,2,0,0,0,39138,4.592598628906131,1,0,0,0
23X_Angelman_r1,2,1,['Chr4'],2,2,3980,"[1990, 1990]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",0,0,0,0,0,0,3980,3.5998830720736876,0,0,0,0
23X_Angelman_r1,20,1,['Chr22'],2,2,5760,"[2880, 2880]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",0,0,0,0,0,0,5760,3.760422483423212,0,0,0,0
23X_Angelman_r1,21,1,['ChrX'],2,2,10564,"[5282, 5282]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",0,0,0,0,0,0,10564,4.023828392534886,0,0,0,0
23X_Angelman_r1,3,1,['Chr5'],2,2,18498415,"[18451531, 46884]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",0,433993,2,1,1,2,18434359,7.26562804090591,1,0,0,0
23X_Angelman_r1,4,1,['Chr6'],2,2,12162,"[6081, 6081]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",0,0,0,0,0,0,12162,4.085004999076652,0,0,0,0
23X_Angelman_r1,5,1,['Chr7'],2,2,116357,"[69091, 47266]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",0,64197,10,0,0,0,67151,4.827052484484231,0,0,0,0
23X_Angelman_r1,6,1,['Chr8'],2,2,5020,"[2510, 2510]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",0,0,0,0,0,0,5020,3.7007037171450192,0,0,0,0
23X_Angelman_r1,7,2,"['Chr1', 'Chr9']",4,4,270813098,"[8752, 135379546, 135399832, 24968]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",0,7699,4,1,1,2,15816,4.199096656305616,0,0,0,0
23X_Angelman_r1,8,1,['Chr10'],2,2,4310,"[2155, 2155]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",0,0,0,0,0,0,4310,3.6344772701607315,0,0,0,0
23X_Angelman_r1,9,1,['Chr11'],2,2,8188655,"[8159499, 29156]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",0,75870,10,1,1,2,8121095,6.909614590866288,1,0,0,0
23X_Angelman_r2,0,1,['Chr2'],2,2,8208162,"[8174353, 33809]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",0,151089,10,1,1,2,8143934,6.910834245401333,1,0,0,0
23X_Angelman_r2,1,1,['Chr3'],2,2,155224,"[93745, 61479]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",0,132793,3,0,0,0,148559,5.171898967361075,1,0,0,0
23X_Angelman_r2,10,1,['Chr13'],2,2,14112,"[7056, 7056]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",0,0,0,0,0,0,4450,3.6483600109809315,0,0,0,0
23X_Angelman_r2,11,1,['Chr14'],2,2,2696,"[1348, 1348]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",0,0,0,1,1,2,2282515,6.358413640268034,0,0,0,0
23X_Angelman_r2,12,1,['Chr15'],2,2,4450,"[2225, 2225]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",0,0,0,1,1,2,152902731,8.18441524242761,1,0,0,0
23X_Angelman_r2,13,1,['Chr16'],2,2,177407114,"[88696919, 88710195]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",0,28988,4,1,1,2,4141572,6.617165215841243,1,1,0,0
23X_Angelman_r2,14,1,['Chr17'],2,2,152902735,"[152889637, 13098]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",0,0,0,0,0,0,2096,3.321391278311689,0,0,0,0
23X_Angelman_r2,15,1,['Chr18'],2,2,4150928,"[4082769, 68159]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",0,0,0,0,0,0,13820,4.14050804303818,0,0,0,0
23X_Angelman_r2,16,1,['Chr19'],2,2,2096,"[1048, 1048]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",0,0,0,0,0,0,3800,3.57978359661681,0,0,0,0
23X_Angelman_r2,17,1,['Chr20'],2,2,13820,"[6910, 6910]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",0,0,0,0,0,0,896,2.9523080096621253,0,0,0,0
23X_Angelman_r2,18,1,['Chr21'],2,2,3800,"[1900, 1900]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",0,0,0,0,0,0,5504,3.740678425227455,0,0,0,0
23X_Angelman_r2,19,1,['Chr22'],2,2,896,"[448, 448]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",0,0,0,0,0,0,5760,3.760422483423212,0,0,0,0
23X_Angelman_r2,2,1,['Chr4'],2,2,110108,"[66133, 43975]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",0,165285,3,0,0,0,175239,5.2436307662151025,1,0,0,0
23X_Angelman_r2,20,1,['ChrX'],2,2,5504,"[2752, 2752]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",0,0,0,0,0,0,10564,4.023828392534886,0,0,0,0
23X_Angelman_r2,3,2,"['Chr1', 'Chr6']",4,4,112010864,"[112007776, 3088]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",0,18372,8,0,0,0,18338,4.2633519683935654,0,0,0,0
23X_Angelman_r2,4,1,['Chr7'],2,2,112023694,"[15267, 112008427]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",0,242233,2,0,0,0,245187,5.389497439835223,0,0,0,0
23X_Angelman_r2,5,2,"['Chr5', 'Chr8']",4,4,268085,"[255159, 12926]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",0,36104,10,2,2,4,3640967,6.561216742712342,0,0,0,0
23X_Angelman_r2,6,1,['Chr9'],2,2,494051897,"[494046353, 5544]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",0,0,0,0,0,0,504,2.7024305364455254,0,0,0,0
23X_Angelman_r2,7,1,['Chr10'],2,2,326711143,"[148587327, 178123816]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",0,205683,6,1,3,4,2410335,6.382077407114541,1,0,0,0
23X_Angelman_r2,8,1,['Chr11'],2,2,504,"[252, 252]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",0,0,0,0,0,0,14112,4.149588567787744,0,0,0,0
23X_Angelman_r2,9,1,['Chr12'],2,2,2437627,"[2371394, 66233]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",0,0,0,0,0,0,2696,3.4307198878632823,0,0,0,0
23X_Cri_du_Chat_r1,0,1,['Chr1'],2,2,2386734,"[2383646, 3088]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",0,0,0,3,0,3,6176,3.7907072873276797,0,0,0,0
23X_Cri_du_Chat_r1,1,1,['Chr2'],2,3,18881946,"[9500886, 19160, 9361900]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",1,6196,2,2,1,3,142210,5.152930136422725,0,0,0,0
23X_Cri_du_Chat_r1,10,1,['Chr13'],2,2,4450,"[2225, 2225]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",0,0,0,0,0,0,4450,3.6483600109809315,0,0,0,0
23X_Cri_du_Chat_r1,11,1,['Chr14'],2,2,20870,"[10435, 10435]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",0,0,0,0,0,0,20870,4.319522449065454,0,0,0,0
23X_Cri_du_Chat_r1,12,1,['Chr15'],2,2,9358,"[4679, 4679]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",0,0,0,0,0,0,9358,3.9711830408561615,0,0,0,0
23X_Cri_du_Chat_r1,13,1,['Chr16'],2,2,60007,"[31727, 28280]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",0,63932,2,0,0,0,79390,4.899765801944386,1,0,0,0
23X_Cri_du_Chat_r1,14,1,['Chr17'],2,2,2096,"[1048, 1048]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",0,0,0,0,0,0,2096,3.321391278311689,0,0,0,0
23X_Cri_du_Chat_r1,15,1,['Chr18'],2,2,13820,"[6910, 6910]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",0,0,0,0,0,0,13820,4.14050804303818,0,0,0,0
23X_Cri_du_Chat_r1,16,1,['Chr19'],2,2,3800,"[1900, 1900]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",0,0,0,0,0,0,3800,3.57978359661681,0,0,0,0
23X_Cri_du_Chat_r1,17,1,['Chr20'],2,2,252174,"[224453, 27721]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",0,196732,2,0,0,0,217944,5.3383449173878414,0,0,0,0
23X_Cri_du_Chat_r1,18,1,['Chr21'],2,2,5504,"[2752, 2752]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",0,0,0,0,0,0,5504,3.740678425227455,0,0,0,0
