23X_15q26_overgrowth_r1.1.txt
chr_bin: Chr2-no centromere, path_name: Path3, segment_chr: Chr2 Chr2 Chr2 Chr2 Chr2 Chr2 Chr2 
chr_bin: Chr2-no centromere, path_name: Path4, segment_chr: Chr2 Chr2 Chr2 
chr_bin: Chr13-multiple centromere: Chr13 Chr13 , path_name: Path25, segment_chr: Chr13 Chr13 Chr13 Chr13 Chr13 Chr13 Chr13 Chr13 Chr13 
chr_bin: Chr15-no centromere, path_name: Path28, segment_chr: Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 
chr_bin: Chr15-no centromere, path_name: Path29, segment_chr: Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 
(Chr2, 241879153, 242175920, arm_region, 8+)
(Chr3, 101988933, 102019482, arm_region, 9+)
(Chr3, 101977877, 101988932, arm_region, 9+)
(Chr3, 105154247, 105161596, arm_region, 7+)
(Chr3, 102019483, 105154246, arm_region, 7+)
(Chr5, 97635382, 97636663, arm_region, 15+)
(Chr5, 91750294, 97635381, arm_region, 15+)
(Chr5, 91748710, 91750293, arm_region, 15+)
(Chr5, 91750294, 97635381, arm_region, 11+)
(Chr8, 99216204, 99218409, arm_region, 26+)
(Chr8, 99129016, 99216203, arm_region, 26+)
(Chr8, 99127749, 99129015, arm_region, 26+)
(Chr8, 96569332, 99127748, arm_region, 26+)
(Chr8, 91509948, 96569331, arm_region, 25+)
(Chr8, 91509318, 91509947, arm_region, 25+)
(Chr8, 99129016, 99216203, arm_region, 19+)
(Chr8, 96569332, 99127748, arm_region, 18+)
(Chr8, 91509948, 96569331, arm_region, 18+)
(Chr6, 77168796, 170739897, arm_region, 15+)
(Chr15, 50696156, 50696605, arm_region, 36+)
(Chr15, 46931883, 50696155, arm_region, 36+)
(Chr15, 46920639, 46931882, arm_region, 35+)
(Chr15, 19725255, 46920638, arm_region, 35+)
(Chr15, 17052426, 19725254, arm_region, 35+)

23Y_Potocki_Shaffer_r1.1.txt
chr_bin: Chr3-no centromere, path_name: Path5, segment_chr: Chr3 Chr3 Chr3 Chr3 Chr3 Chr3 Chr3 Chr3 Chr3 Chr3 Chr3 Chr3 
chr_bin: Chr3-no centromere, path_name: Path6, segment_chr: Chr3 
chr_bin: Chr9-multiple centromere: Chr10 Chr9 , path_name: Path19, segment_chr: Chr10 Chr10 Chr10 Chr10 Chr10 Chr9 Chr9 Chr9 Chr9 Chr9 Chr9 Chr9 Chr9 
chr_bin: Chr16-multiple centromere: Chr16 Chr16 , path_name: Path30, segment_chr: Chr16 Chr16 Chr16 Chr16 Chr16 Chr16 Chr16 Chr16 Chr16 
(Chr2, 188866538, 188943842, arm_region, 5+)
(Chr2, 188862380, 188866537, arm_region, 5+)
(Chr2, 180978642, 188862379, arm_region, 5+)
(Chr2, 180976461, 180978641, arm_region, 5+)
(Chr2, 188943843, 188949975, arm_region, 4+)
(Chr2, 188866538, 188943842, arm_region, 4+)
(Chr2, 180978642, 188862379, arm_region, 3+)
(Chr3, 145706242, 198230596, arm_region, 15+)
(Chr3, 144392509, 145704202, arm_region, 14+)
(Chr3, 93655575, 144382183, arm_region, 13+)
(Chr3, 91946512, 93655574, arm_region, 13+)
(Chr3, 90772459, 91532638, arm_region, 12+)
(Chr3, 90626451, 90772458, arm_region, 12+)
(Chr3, 63157878, 90544141, arm_region, 11+)
(Chr3, 36524231, 63153951, arm_region, 10+)
(Chr3, 9985244, 36520948, arm_region, 9+)
(Chr3, 8947825, 9984704, arm_region, 8+)
(Chr3, 266218, 8940037, arm_region, 7+)
(Chr3, 17438, 252452, arm_region, 6+)
(Chr8, 66488, 5380799, arm_region, 21+)
(Chr8, 60000, 66487, arm_region, 21+)
(Chr8, 128274424, 128274535, arm_region, 28+)
(Chr8, 122701142, 128274423, arm_region, 28+)
(Chr8, 122701142, 128274423, arm_region, 27+)
(Chr8, 122700890, 122701141, arm_region, 27+)
(Chr9, 78442027, 78446551, arm_region, 32+)
(Chr9, 78434735, 78442026, arm_region, 32+)
(Chr9, 70250299, 78434734, arm_region, 32+)
(Chr9, 70247947, 70250298, arm_region, 32+)
(Chr9, 70143912, 70247946, arm_region, 32+)
(Chr9, 138326094, 138334716, arm_region, 38+)
(Chr9, 134433904, 138326093, arm_region, 38+)
(Chr9, 122108931, 134413529, arm_region, 34+)
(Chr9, 118208117, 122108930, arm_region, 34+)
(Chr9, 115418027, 118208116, arm_region, 34+)
(Chr9, 115417147, 115418026, arm_region, 34+)
(Chr9, 110617608, 115417146, arm_region, 33+)
(Chr10, 19074, 3777757, arm_region, 36+)
(Chr10, 41593522, 133778994, arm_region, 41+)
(Chr10, 39686683, 41593521, centromere, 41+)
(Chr10, 23328765, 39686682, arm_region, 41+)
(Chr10, 23252221, 23321582, arm_region, 40+)
(Chr10, 3778870, 17716357, arm_region, 37+)
(Chr10, 3777758, 3778868, arm_region, 37+)
(Chr9, 110617608, 115417146, arm_region, 33+)
(Chr9, 110616246, 110617607, arm_region, 32+)
(Chr9, 78446552, 110616245, arm_region, 32+)
(Chr9, 78442027, 78446551, arm_region, 32+)
(Chr9, 70250299, 78434734, arm_region, 31+)
(Chr9, 70143912, 70247946, arm_region, 30+)
(Chr9, 70143406, 70143911, arm_region, 30+)
(Chr9, 45518559, 70143405, arm_region, 29+)
(Chr9, 43236168, 45518558, centromere, 29+)
(Chr9, 19799, 43236167, arm_region, 29+)
(Chr16, 90224752, 90228344, arm_region, 65+)
(Chr16, 87535946, 90224751, arm_region, 65+)
(Chr16, 87535946, 90224751, arm_region, 53+)
(Chr16, 87526086, 87535945, arm_region, 53+)
(Chr16, 68845661, 87526085, arm_region, 52+)
(Chr16, 66153261, 68845660, arm_region, 52+)
(Chr16, 38280683, 66153260, arm_region, 52+)
(Chr16, 36311159, 38280682, centromere, 52+)
(Chr16, 10000, 36311158, arm_region, 52+)
(Chr16, 0, 9999, telomere1, 52+)
(Chr20, 17538181, 23871605, arm_region, 76+)
(Chr20, 15006866, 17538180, arm_region, 75+)
(Chr20, 15005753, 15006865, arm_region, 75+)
(Chr20, 23871606, 23873440, arm_region, 59+)
(Chr20, 17538181, 23871605, arm_region, 59+)
(Chr20, 15006866, 17538180, arm_region, 59+)

23Y_NF1_microdeletion_r2.1.txt
chr_bin: Chr1-no centromere, path_name: Path1, segment_chr: Chr1 Chr1 Chr1 Chr1 Chr7 
chr_bin: Chr1-no centromere, path_name: Path4, segment_chr: Chr1 
chr_bin: Chr3-no centromere, path_name: Path7, segment_chr: Chr3 Chr3 Chr3 Chr3 Chr3 Chr3 
chr_bin: Chr3-no centromere, path_name: Path8, segment_chr: Chr3 Chr3 
chr_bin: Chr8-no centromere, path_name: Path15, segment_chr: Chr8 Chr8 Chr8 Chr8 Chr8 Chr8 
chr_bin: Chr8-no centromere, path_name: Path16, segment_chr: Chr8 Chr8 Chr8 
chr_bin: Chr14-no centromere, path_name: Path19, segment_chr: Chr14 Chr14 Chr9 Chr14 Chr14 Chr14 Chr14 
chr_bin: Chr14-no centromere, path_name: Path20, segment_chr: Chr14 Chr14 Chr14 Chr14 Chr14 Chr14 Chr14 Chr14 Chr9 Chr9 Chr9 Chr9 Chr9 Chr9 Chr9 Chr9 Chr14 Chr9 Chr9 
chr_bin: Chr15-no centromere, path_name: Path29, segment_chr: Chr15 Chr15 Chr15 Chr15 Chr15 
chr_bin: Chr15-no centromere, path_name: Path30, segment_chr: Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 
(Chr3, 145706242, 198230596, arm_region, 15+)
(Chr3, 144392509, 145704202, arm_region, 14+)
(Chr3, 93655575, 144382183, arm_region, 13+)
(Chr3, 91946512, 93655574, arm_region, 13+)
(Chr3, 90772459, 91532638, arm_region, 12+)
(Chr3, 17438, 90772458, arm_region, 12+)
(Chr1, 248670927, 248942320, arm_region, 10+)
(Chr8, 144889180, 145074239, arm_region, 29+)
(Chr8, 44033745, 45196763, arm_region, 25+)
(Chr8, 66488, 44033744, arm_region, 25+)
(Chr14, 46608192, 46629559, arm_region, 48+)
(Chr14, 46583452, 46608191, arm_region, 48+)
(Chr14, 45384476, 46583451, arm_region, 48+)
(Chr14, 45349427, 45384475, arm_region, 48+)
(Chr14, 45324857, 45349426, arm_region, 48+)
(Chr9, 8127844, 8130124, arm_region, 28+)
(Chr9, 8061840, 8127843, arm_region, 28+)
(Chr9, 8049326, 8061839, arm_region, 28+)
(Chr9, 7466156, 8049325, arm_region, 28+)
(Chr9, 7464906, 7466155, arm_region, 28+)
(Chr9, 7385902, 7464905, arm_region, 28+)
(Chr14, 74005907, 106860576, arm_region, 64+)
(Chr14, 73987972, 73991945, arm_region, 63+)
(Chr14, 64769400, 73987971, arm_region, 63+)
(Chr14, 64505796, 64761330, arm_region, 62+)
(Chr14, 73987972, 73991945, arm_region, 63+)
(Chr14, 64769400, 73987971, arm_region, 63+)
(Chr14, 64505796, 64761330, arm_region, 62+)
(Chr14, 64495727, 64505795, arm_region, 61+)
(Chr14, 48017081, 64495726, arm_region, 61+)
(Chr14, 48016425, 48017080, arm_region, 60+)
(Chr14, 46629560, 48016424, arm_region, 60+)
(Chr14, 46608192, 46629559, arm_region, 60+)
(Chr14, 45384476, 46583451, arm_region, 59+)
(Chr9, 8061840, 8127843, arm_region, 34+)
(Chr9, 7466156, 8049325, arm_region, 33+)
(Chr9, 7385902, 7464905, arm_region, 32+)
(Chr9, 7385150, 7385901, arm_region, 32+)
(Chr9, 302048, 7385149, arm_region, 31+)
(Chr9, 7466156, 8049325, arm_region, 33+)
(Chr9, 7385902, 7464905, arm_region, 32+)
(Chr9, 7385150, 7385901, arm_region, 32+)
(Chr9, 302048, 7385149, arm_region, 31+)
(Chr9, 19799, 298315, arm_region, 30+)
(Chr15, 93294611, 101971270, arm_region, 68+)
(Chr15, 93293579, 93294610, arm_region, 68+)
(Chr15, 93218455, 93293578, arm_region, 67+)
(Chr15, 86098122, 93212815, arm_region, 66+)
(Chr15, 86086153, 86098121, arm_region, 66+)
(Chr15, 93218455, 93293578, arm_region, 67+)
(Chr15, 86098122, 93212815, arm_region, 66+)
(Chr15, 86086153, 86098121, arm_region, 66+)
(Chr15, 19725255, 86061865, arm_region, 65+)
(Chr15, 17052426, 19725254, arm_region, 65+)

23Y_2p15-16-1_microdeletion_r2.1.txt
chr_bin: Chr1-no centromere, path_name: Path3, segment_chr: Chr1 
chr_bin: Chr4-no centromere, path_name: Path12, segment_chr: Chr4 
chr_bin: Chr6-no centromere, path_name: Path19, segment_chr: Chr6 Chr6 Chr6 Chr6 Chr6 Chr6 
(Chr1, 243506012, 248943333, arm_region, 2+)
(Chr1, 243490565, 243506011, arm_region, 2+)
(Chr4, 190202565, 190204554, arm_region, 18+)
(Chr4, 182704984, 190202564, arm_region, 18+)
(Chr4, 182703049, 182704983, arm_region, 18+)
(Chr4, 182541828, 182703048, arm_region, 18+)
(Chr4, 182704984, 190202564, arm_region, 10+)
(Chr6, 90470604, 90471160, arm_region, 30+)
(Chr6, 90237276, 90470603, arm_region, 30+)
(Chr6, 90221574, 90237275, arm_region, 30+)
(Chr6, 89879367, 90221573, arm_region, 30+)
(Chr6, 88159278, 89879366, arm_region, 29+)
(Chr6, 88150561, 88159277, arm_region, 29+)
(Chr6, 87970507, 88150560, arm_region, 29+)
(Chr6, 87969848, 87970506, arm_region, 29+)
(Chr6, 89879367, 90221573, arm_region, 18+)
(Chr6, 88159278, 89879366, arm_region, 18+)
(Chr6, 87970507, 88150560, arm_region, 17+)
(Chr6, 87969848, 87970506, arm_region, 16+)
(Chr6, 84572489, 87969847, arm_region, 16+)

23Y_Cri_du_Chat_r1.1.txt
chr_bin: Chr13-no centromere, path_name: Path25, segment_chr: Chr13 Chr13 Chr13 Chr13 Chr13 Chr13 
chr_bin: Chr13-no centromere, path_name: Path26, segment_chr: Chr13 Chr13 Chr13 Chr13 Chr13 Chr13 Chr13 
(Chr1, 167147333, 173893007, arm_region, 3+)
(Chr1, 173893008, 173896303, arm_region, 2+)
(Chr1, 167147333, 173893007, arm_region, 2+)
(Chr1, 167143944, 167147332, arm_region, 2+)
(Chr10, 123854678, 123880243, arm_region, 37+)
(Chr10, 123824126, 123854677, arm_region, 37+)
(Chr10, 114962498, 123824125, arm_region, 37+)
(Chr10, 114961666, 114962497, arm_region, 37+)
(Chr10, 114848067, 114961665, arm_region, 37+)
(Chr10, 114962498, 123824125, arm_region, 28+)
(Chr13, 90883996, 96459287, arm_region, 47+)
(Chr13, 114350911, 114354327, arm_region, 51+)
(Chr13, 113524903, 114350910, arm_region, 51+)
(Chr13, 113516617, 113524902, arm_region, 51+)
(Chr13, 110510480, 113516616, arm_region, 51+)
(Chr13, 110488668, 110510479, arm_region, 51+)
(Chr13, 110466017, 110488667, arm_region, 51+)
(Chr13, 113524903, 114350910, arm_region, 38+)
(Chr13, 110510480, 113516616, arm_region, 37+)
(Chr13, 110466017, 110488667, arm_region, 36+)
(Chr13, 104440558, 110466016, arm_region, 36+)
(Chr13, 100552246, 104440557, arm_region, 36+)
(Chr13, 96463006, 100552245, arm_region, 36+)
(Chr13, 18051249, 90881889, arm_region, 34+)
(Chr13, 16010361, 18051248, arm_region, 34+)

23X_STS_r1.1.txt
chr_bin: Chr1-multiple centromere: Chr1 Chr12 , path_name: Path2, segment_chr: Chr1 Chr1 Chr1 Chr12 Chr12 Chr12 Chr12 Chr12 Chr12 Chr12 Chr12 
chr_bin: Chr12-no centromere, path_name: Path4, segment_chr: Chr12 Chr12 Chr12 Chr12 Chr12 Chr1 Chr1 Chr12 Chr12 Chr1 Chr1 
chr_bin: Chr11-multiple centromere: Chr2 Chr11 , path_name: Path5, segment_chr: Chr2 Chr2 Chr2 Chr2 Chr2 Chr2 Chr11 Chr11 Chr11 Chr11 Chr11 Chr11 Chr11 Chr11 
chr_bin: Chr2-no centromere, path_name: Path7, segment_chr: Chr11 Chr2 Chr2 
chr_bin: Chr15-no centromere, path_name: Path31, segment_chr: Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 
chr_bin: Chr15-no centromere, path_name: Path32, segment_chr: Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 
chr_bin: Chr16-no centromere, path_name: Path33, segment_chr: Chr16 Chr16 Chr16 Chr16 Chr16 
chr_bin: Chr16-no centromere, path_name: Path34, segment_chr: Chr16 Chr16 Chr16 
(Chr7, 12916, 8095250, arm_region, 24+)
(Chr7, 10000, 12915, arm_region, 24+)
(Chr9, 10225374, 10225739, arm_region, 32+)
(Chr9, 10224536, 10225373, arm_region, 32+)
(Chr9, 2003282, 10224535, arm_region, 32+)
(Chr9, 1995835, 2003281, arm_region, 32+)
(Chr9, 1902236, 1995834, arm_region, 32+)
(Chr9, 25198944, 29612955, arm_region, 34+)
(Chr9, 2003282, 10224535, arm_region, 25+)
(Chr9, 29612956, 29616605, arm_region, 27+)
(Chr9, 25198944, 29612955, arm_region, 27+)
(Chr9, 25198113, 25198943, arm_region, 27+)
(Chr11, 46913736, 47064799, arm_region, 44+)
(Chr11, 46909239, 46913735, arm_region, 44+)
(Chr11, 37734273, 46909238, arm_region, 44+)
(Chr11, 37730909, 37734272, arm_region, 44+)
(Chr11, 47064800, 47079022, arm_region, 35+)
(Chr11, 46913736, 47064799, arm_region, 35+)
(Chr11, 37734273, 46909238, arm_region, 34+)
(Chr12, 76108663, 76109740, arm_region, 50+)
(Chr12, 75189552, 76108662, arm_region, 50+)
(Chr12, 75184892, 75189551, arm_region, 50+)
(Chr12, 75176691, 75184891, arm_region, 49+)
(Chr12, 68077476, 75176690, arm_region, 49+)
(Chr12, 68075175, 68077475, arm_region, 49+)
(Chr12, 67943367, 68075174, arm_region, 49+)
(Chr1, 125184588, 248942320, arm_region, 4+)
(Chr1, 122026460, 125184587, centromere, 4+)
(Chr1, 32907734, 122026459, arm_region, 4+)
(Chr12, 76647446, 77192089, arm_region, 42+)
(Chr12, 76622566, 76647445, arm_region, 42+)
(Chr12, 76109741, 76599957, arm_region, 41+)
(Chr12, 76108663, 76109740, arm_region, 41+)
(Chr12, 75189552, 76108662, arm_region, 40+)
(Chr12, 68077476, 75176690, arm_region, 39+)
(Chr12, 67943367, 68075174, arm_region, 38+)
(Chr12, 67937581, 67943366, arm_region, 38+)
(Chr12, 37185253, 67937580, arm_region, 37+)
(Chr12, 34769408, 37185252, centromere, 37+)
(Chr12, 19721, 34769407, arm_region, 37+)
(Chr12, 77194082, 133258008, arm_region, 43+)
(Chr12, 77192090, 77194081, arm_region, 43+)
(Chr12, 76647446, 77192089, arm_region, 42+)
(Chr12, 76622566, 76647445, arm_region, 42+)
(Chr12, 76109741, 76599957, arm_region, 41+)
(Chr12, 76108663, 76109740, arm_region, 41+)
(Chr12, 75189552, 76108662, arm_region, 40+)
(Chr12, 68077476, 75176690, arm_region, 39+)
(Chr1, 32905032, 32907733, arm_region, 3+)
(Chr1, 32840265, 32905030, arm_region, 3+)
(Chr1, 31394481, 32821140, arm_region, 2+)
(Chr12, 76109741, 76599957, arm_region, 41+)
(Chr12, 76108663, 76109740, arm_region, 41+)
(Chr12, 75189552, 76108662, arm_region, 40+)
(Chr1, 31394481, 32821140, arm_region, 2+)
(Chr1, 31332981, 31354465, arm_region, 1+)
(Chr1, 19686, 31332980, arm_region, 1+)
(Chr15, 70156316, 101971270, arm_region, 52+)
(Chr15, 70148137, 70156315, arm_region, 52+)
(Chr15, 70083814, 70148136, arm_region, 51+)
(Chr15, 62928238, 70072224, arm_region, 50+)
(Chr15, 62723641, 62926363, arm_region, 49+)
(Chr15, 70083814, 70148136, arm_region, 51+)
(Chr15, 62928238, 70072224, arm_region, 50+)
(Chr15, 62723641, 62926363, arm_region, 49+)
(Chr15, 62714111, 62723640, arm_region, 48+)
(Chr15, 31639516, 62714110, arm_region, 48+)
(Chr15, 30766283, 31639515, arm_region, 47+)
(Chr15, 19725255, 30766282, arm_region, 46+)
(Chr15, 17052426, 19725254, arm_region, 46+)
(Chr16, 89981994, 90220072, arm_region, 55+)
(Chr16, 36311159, 37228979, arm_region, 53+)
(Chr16, 19375, 36311158, arm_region, 53+)

23Y_CMT1A_r1.1.txt
chr_bin: Chr1-no centromere, path_name: Path3, segment_chr: Chr1 Chr1 Chr1 
chr_bin: Chr3-no centromere, path_name: Path7, segment_chr: Chr3 Chr7 Chr7 
chr_bin: Chr3-multiple centromere: Chr7 Chr3 , path_name: Path9, segment_chr: Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 Chr3 Chr3 Chr3 Chr3 Chr3 Chr3 Chr3 Chr3 Chr3 
chr_bin: Chr5-no centromere, path_name: Path12, segment_chr: Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 
chr_bin: Chr5-no centromere, path_name: Path13, segment_chr: Chr5 Chr5 
chr_bin: Chr13-no centromere, path_name: Path26, segment_chr: Chr13 Chr13 Chr13 Chr13 Chr13 Chr13 Chr13 
chr_bin: Chr13-no centromere, path_name: Path29, segment_chr: Chr16 Chr16 Chr13 Chr13 Chr13 Chr13 Chr13 Chr13 Chr13 Chr13 Chr13 
chr_bin: Chr14-no centromere, path_name: Path30, segment_chr: Chr14 Chr14 Chr14 Chr14 
chr_bin: Chr14-no centromere, path_name: Path31, segment_chr: Chr14 Chr14 Chr14 Chr14 Chr14 
(Chr5, 181308173, 181466351, arm_region, 21+)
(Chr5, 19924, 254156, arm_region, 16+)
(Chr6, 170739898, 170745978, arm_region, 23+)
(Chr6, 168446971, 170739897, arm_region, 23+)
(Chr6, 168422185, 168446970, arm_region, 23+)
(Chr6, 168406160, 168422184, arm_region, 23+)
(Chr6, 168446971, 170739897, arm_region, 23+)
(Chr3, 78023974, 85455775, arm_region, 10+)
(Chr3, 78021836, 78023973, arm_region, 10+)
(Chr3, 77976345, 78021835, arm_region, 10+)
(Chr7, 113366996, 113367724, arm_region, 28+)
(Chr7, 113362533, 113366995, arm_region, 28+)
(Chr7, 111206245, 113362532, arm_region, 28+)
(Chr7, 111189750, 111206244, arm_region, 28+)
(Chr7, 109091421, 111189749, arm_region, 28+)
(Chr7, 109083899, 109091420, arm_region, 28+)
(Chr7, 103797537, 109083898, arm_region, 28+)
(Chr7, 103779756, 103797536, arm_region, 28+)
(Chr7, 103767361, 103779755, arm_region, 28+)
(Chr7, 113366996, 113367724, arm_region, 28+)
(Chr7, 113362533, 113366995, arm_region, 28+)
(Chr7, 111206245, 113362532, arm_region, 28+)
(Chr7, 111189750, 111206244, arm_region, 28+)
(Chr7, 109091421, 111189749, arm_region, 28+)
(Chr7, 109083899, 109091420, arm_region, 28+)
(Chr7, 103797537, 109083898, arm_region, 28+)
(Chr7, 103779756, 103797536, arm_region, 28+)
(Chr7, 103767361, 103779755, arm_region, 28+)
(Chr3, 130684960, 198217553, arm_region, 14+)
(Chr3, 130684429, 130684958, arm_region, 14+)
(Chr7, 45897874, 45898341, arm_region, 25+)
(Chr7, 38382783, 45897873, arm_region, 25+)
(Chr7, 38380136, 38382782, arm_region, 24+)
(Chr7, 12916, 38380135, arm_region, 24+)
(Chr7, 157627636, 159329464, arm_region, 35+)
(Chr7, 152426468, 157625834, arm_region, 34+)
(Chr7, 150217565, 152409050, arm_region, 33+)
(Chr7, 113367725, 150214081, arm_region, 32+)
(Chr7, 113366996, 113367724, arm_region, 32+)
(Chr7, 111206245, 113362532, arm_region, 31+)
(Chr7, 109091421, 111189749, arm_region, 30+)
(Chr7, 103797537, 109083898, arm_region, 29+)
(Chr7, 109091421, 111189749, arm_region, 30+)
(Chr7, 103797537, 109083898, arm_region, 29+)
(Chr7, 103767361, 103779755, arm_region, 28+)
(Chr7, 72514593, 103767360, arm_region, 28+)
(Chr7, 63008786, 72504423, arm_region, 27+)
(Chr7, 103767361, 103779755, arm_region, 28+)
(Chr7, 72514593, 103767360, arm_region, 28+)
(Chr7, 63008786, 72504423, arm_region, 27+)
(Chr7, 60828235, 63004671, arm_region, 26+)
(Chr7, 58169654, 60828234, centromere, 26+)
(Chr7, 45898342, 58169653, arm_region, 26+)
(Chr7, 45897874, 45898341, arm_region, 25+)
(Chr7, 38382783, 45897873, arm_region, 25+)
(Chr3, 93655575, 130684428, arm_region, 13+)
(Chr3, 90772459, 93655574, centromere, 13+)
(Chr3, 85462074, 90772458, arm_region, 13+)
(Chr3, 85455776, 85456420, arm_region, 12+)
(Chr3, 78023974, 85455775, arm_region, 12+)
(Chr3, 41917525, 77970098, arm_region, 10+)
(Chr3, 41731336, 41915130, arm_region, 9+)
(Chr3, 38614581, 41731335, arm_region, 9+)
(Chr3, 38598243, 38614580, arm_region, 9+)
(Chr3, 41731336, 41915130, arm_region, 9+)
(Chr3, 38614581, 41731335, arm_region, 9+)
(Chr3, 38598243, 38614580, arm_region, 9+)
(Chr3, 17438, 38592293, arm_region, 8+)
(Chr10, 20925920, 23541303, arm_region, 35+)
(Chr10, 20925480, 20925919, arm_region, 35+)
(Chr10, 23541304, 23542523, arm_region, 39+)
(Chr10, 20925920, 23541303, arm_region, 39+)
(Chr14, 106860577, 106883717, arm_region, 52+)
(Chr14, 104174802, 106860576, arm_region, 52+)
(Chr14, 104169672, 104174801, arm_region, 52+)
(Chr14, 101442899, 104169671, arm_region, 52+)
(Chr14, 101436163, 101442898, arm_region, 52+)
(Chr14, 101348792, 101436162, arm_region, 52+)
(Chr14, 104174802, 106860576, arm_region, 51+)
(Chr14, 101442899, 104169671, arm_region, 50+)
(Chr14, 101442899, 104169671, arm_region, 50+)
(Chr14, 101348792, 101436162, arm_region, 49+)
(Chr14, 45477658, 101348791, arm_region, 49+)
(Chr14, 39942731, 45477657, arm_region, 49+)
(Chr14, 18173524, 39942730, arm_region, 49+)
(Chr14, 16010361, 18173523, arm_region, 49+)
(Chr16, 59101128, 90224751, arm_region, 59+)
(Chr16, 59096888, 59101127, arm_region, 59+)
(Chr16, 53038719, 59096887, arm_region, 58+)
(Chr13, 98280388, 98281906, arm_region, 47+)
(Chr13, 28860608, 98280386, arm_region, 47+)
(Chr13, 28859624, 28860607, arm_region, 47+)
(Chr13, 28777656, 28859623, arm_region, 46+)
(Chr13, 21626566, 28772181, arm_region, 45+)
(Chr13, 21571256, 21623416, arm_region, 44+)
(Chr13, 28777656, 28859623, arm_region, 46+)
(Chr13, 21626566, 28772181, arm_region, 45+)
(Chr13, 21571256, 21623416, arm_region, 44+)
(Chr13, 21558117, 21571255, arm_region, 43+)
(Chr13, 18051249, 21558116, arm_region, 43+)
(Chr13, 16010361, 18051248, arm_region, 43+)
(Chr20, 20563475, 20647574, arm_region, 70+)
(Chr20, 20558668, 20563474, arm_region, 70+)
(Chr20, 16247007, 20558667, arm_region, 70+)
(Chr20, 16246754, 16247006, arm_region, 70+)
(Chr20, 20647575, 20647796, arm_region, 69+)
(Chr20, 20563475, 20647574, arm_region, 69+)
(Chr20, 16247007, 20558667, arm_region, 68+)

23X_Angelman_r2.1.txt
chr_bin: Chr5-multiple centromere: Chr5 Chr8 , path_name: Path13, segment_chr: Chr5 Chr5 Chr5 Chr5 Chr5 Chr8 Chr8 Chr8 Chr8 Chr8 Chr8 Chr8 Chr8 Chr8 Chr8 Chr8 Chr8 
chr_bin: Chr14-multiple centromere: Chr14 Chr14 , path_name: Path26, segment_chr: Chr14 Chr14 Chr14 Chr14 Chr14 Chr14 Chr14 Chr14 Chr14 
chr_bin: Chr15-no centromere, path_name: Path27, segment_chr: Chr15 Chr15 Chr15 Chr15 
chr_bin: Chr15-no centromere, path_name: Path28, segment_chr: Chr15 Chr15 Chr15 
(Chr2, 11097906, 11098170, arm_region, 6+)
(Chr2, 10552545, 11097905, arm_region, 6+)
(Chr2, 10548907, 10552544, arm_region, 6+)
(Chr2, 6892096, 10548906, arm_region, 6+)
(Chr2, 6888003, 6892095, arm_region, 6+)
(Chr2, 6765527, 6888002, arm_region, 6+)
(Chr8, 113567639, 113567755, arm_region, 39+)
(Chr8, 105847964, 113567638, arm_region, 39+)
(Chr8, 145076126, 145078635, arm_region, 43+)
(Chr8, 141489949, 145076125, arm_region, 43+)
(Chr8, 105847964, 113567638, arm_region, 35+)
(Chr8, 105838567, 105847963, arm_region, 35+)
(Chr8, 141489949, 145076125, arm_region, 37+)
(Chr8, 141481373, 141489948, arm_region, 37+)
(Chr8, 123434016, 141481372, arm_region, 36+)
(Chr8, 119845328, 123434015, arm_region, 36+)
(Chr8, 113567756, 119845327, arm_region, 36+)
(Chr8, 113567639, 113567755, arm_region, 36+)
(Chr8, 105847964, 113567638, arm_region, 35+)
(Chr8, 105838567, 105847963, arm_region, 35+)
(Chr8, 61175807, 105838566, arm_region, 34+)
(Chr8, 61171718, 61175806, arm_region, 34+)
(Chr8, 52987204, 61171717, arm_region, 33+)
(Chr8, 52984899, 52987203, arm_region, 32+)
(Chr8, 45877266, 52984898, arm_region, 32+)
(Chr8, 44033745, 45877265, centromere, 32+)
(Chr8, 60000, 44033744, arm_region, 32+)
(Chr8, 0, 59999, telomere1, 32+)
(Chr10, 60428644, 60435707, arm_region, 48+)
(Chr10, 60376062, 60428643, arm_region, 48+)
(Chr10, 60366956, 60376061, arm_region, 48+)
(Chr10, 53526662, 60366955, arm_region, 48+)
(Chr10, 53506367, 53526661, arm_region, 48+)
(Chr10, 53504877, 53506366, arm_region, 48+)
(Chr10, 46991593, 48060267, arm_region, 40+)
(Chr10, 60376062, 60428643, arm_region, 43+)
(Chr10, 53526662, 60366955, arm_region, 42+)
(Chr14, 106873283, 106883717, arm_region, 64+)
